method,simnum,subjects,hit,miss,fa,cr,cost,startseed
chan,1,19,135,258,31,12296,289.0,150
chan,1,20,137,256,29,12298,285.0,150
chan,1,21,137,256,30,12297,286.0,150
chan,1,22,141,252,27,12300,279.0,150
chan,1,23,142,251,23,12304,274.0,150
chan,1,24,141,252,23,12304,275.0,150
chan,1,25,142,251,22,12305,273.0,150
chan,1,26,142,251,20,12307,271.0,150
chan,1,27,144,249,18,12309,267.0,150
chan,1,28,144,249,16,12311,265.0,150
chan,1,29,144,249,15,12312,264.0,150
chan,1,30,146,247,13,12314,260.0,150
chan,1,31,147,246,12,12315,258.0,150
chan,1,32,148,245,11,12316,256.0,150
chan,1,33,148,245,11,12316,256.0,150
chan,1,34,148,245,11,12316,256.0,150
chan,1,35,150,243,9,12318,252.0,150
chan,1,36,152,241,7,12320,248.0,150
chan,1,37,152,241,7,12320,248.0,150
chan,1,38,152,241,7,12320,248.0,150
chan,1,39,151,242,8,12319,250.0,150
chan,1,40,151,242,8,12319,250.0,150
chan,1,41,149,244,11,12316,255.0,150
chan,1,42,148,245,11,12316,256.0,150
chan,1,43,147,246,12,12315,258.0,150
chan,1,44,147,246,12,12315,258.0,150
chan,1,45,147,246,12,12315,258.0,150
chan,1,46,149,244,10,12317,254.0,150
chan,1,47,150,243,10,12317,253.0,150
chan,1,48,151,242,9,12318,251.0,150
chan,1,49,152,241,7,12320,248.0,150
chan,1,50,154,239,5,12322,244.0,150
chan,2,1,66,327,25,12302,352.0,300
chan,2,2,105,288,40,12287,328.0,300
chan,2,3,122,271,53,12274,324.0,300
chan,2,4,125,268,65,12262,333.0,300
chan,2,5,129,264,68,12259,332.0,300
chan,2,6,122,271,69,12258,340.0,300
chan,2,7,123,270,58,12269,328.0,300
chan,2,8,127,266,51,12276,317.0,300
chan,2,9,131,262,41,12286,303.0,300
chan,2,10,124,269,43,12284,312.0,300
chan,2,11,124,269,39,12288,308.0,300
chan,2,12,125,268,42,12285,310.0,300
chan,2,13,133,260,35,12292,295.0,300
chan,2,14,133,260,28,12299,288.0,300
chan,2,15,136,257,26,12301,283.0,300
chan,2,16,139,254,22,12305,276.0,300
chan,2,17,138,255,22,12305,277.0,300
chan,2,18,138,255,22,12305,277.0,300
chan,2,19,137,256,23,12304,279.0,300
chan,2,20,138,255,23,12304,278.0,300
chan,2,21,140,253,20,12307,273.0,300
chan,2,22,143,250,17,12310,267.0,300
chan,2,23,144,249,16,12311,265.0,300
chan,2,24,144,249,16,12311,265.0,300
chan,2,25,143,250,17,12310,267.0,300
chan,2,26,143,250,17,12310,267.0,300
chan,2,27,146,247,13,12314,260.0,300
chan,2,28,147,246,12,12315,258.0,300
chan,2,29,147,246,12,12315,258.0,300
chan,2,30,147,246,12,12315,258.0,300
chan,2,31,147,246,12,12315,258.0,300
chan,2,32,145,248,14,12313,262.0,300
chan,2,33,147,246,12,12315,258.0,300
chan,2,34,145,248,14,12313,262.0,300
chan,2,35,145,248,14,12313,262.0,300
chan,2,36,146,247,13,12314,260.0,300
chan,2,37,146,247,13,12314,260.0,300
chan,2,38,148,245,11,12316,256.0,300
chan,2,39,149,244,10,12317,254.0,300
chan,2,40,147,246,12,12315,258.0,300
chan,2,41,149,244,10,12317,254.0,300
chan,2,42,150,243,9,12318,252.0,300
chan,2,43,150,243,9,12318,252.0,300
chan,2,44,151,242,8,12319,250.0,300
chan,2,45,151,242,8,12319,250.0,300
chan,2,46,151,242,8,12319,250.0,300
chan,2,47,152,241,8,12319,249.0,300
chan,2,48,152,241,8,12319,249.0,300
chan,2,49,152,241,8,12319,249.0,300
chan,2,50,153,240,7,12320,247.0,300
chan,3,1,54,339,25,12302,364.0,450
chan,3,2,92,301,42,12285,343.0,450
chan,3,3,108,285,56,12271,341.0,450
chan,3,4,124,269,58,12269,327.0,450
chan,3,5,130,263,69,12258,332.0,450
chan,3,6,124,269,64,12263,333.0,450
chan,3,7,136,257,55,12272,312.0,450
chan,3,8,131,262,50,12277,312.0,450
chan,3,9,136,257,46,12281,303.0,450
chan,3,10,140,253,44,12283,297.0,450
chan,3,11,136,257,39,12288,296.0,450
chan,3,12,141,252,36,12291,288.0,450
chan,3,13,136,257,35,12292,292.0,450
chan,3,14,137,256,32,12295,288.0,450
chan,3,15,136,257,33,12294,290.0,450
chan,3,16,138,255,27,12300,282.0,450
chan,3,17,140,253,24,12303,277.0,450
chan,3,18,141,252,21,12306,273.0,450
chan,3,19,143,250,19,12308,269.0,450
chan,3,20,141,252,21,12306,273.0,450
chan,3,21,141,252,21,12306,273.0,450
chan,3,22,138,255,24,12303,279.0,450
chan,3,23,138,255,22,12305,277.0,450
chan,3,24,141,252,21,12306,273.0,450
chan,3,25,141,252,21,12306,273.0,450
chan,3,26,142,251,20,12307,271.0,450
chan,3,27,141,252,20,12307,272.0,450
chan,3,28,143,250,18,12309,268.0,450
chan,3,29,142,251,19,12308,270.0,450
chan,3,30,140,253,21,12306,274.0,450
chan,3,31,140,253,21,12306,274.0,450
chan,3,32,140,253,21,12306,274.0,450
chan,3,33,141,252,20,12307,272.0,450
chan,3,34,142,251,19,12308,270.0,450
chan,3,35,143,250,18,12309,268.0,450
chan,3,36,144,249,17,12310,266.0,450
chan,3,37,148,245,11,12316,256.0,450
chan,3,38,148,245,11,12316,256.0,450
chan,3,39,149,244,10,12317,254.0,450
chan,3,40,149,244,10,12317,254.0,450
chan,3,41,149,244,10,12317,254.0,450
chan,3,42,147,246,12,12315,258.0,450
chan,3,43,148,245,11,12316,256.0,450
chan,3,44,150,243,9,12318,252.0,450
chan,3,45,152,241,7,12320,248.0,450
chan,3,46,149,244,10,12317,254.0,450
chan,3,47,150,243,9,12318,252.0,450
chan,3,48,148,245,11,12316,256.0,450
chan,3,49,150,243,9,12318,252.0,450
chan,3,50,152,241,7,12320,248.0,450
chan,4,1,59,334,29,12298,363.0,600
chan,4,2,93,300,37,12290,337.0,600
chan,4,3,115,278,60,12267,338.0,600
chan,4,4,122,271,66,12261,337.0,600
chan,4,5,121,272,65,12262,337.0,600
chan,4,6,123,270,52,12275,322.0,600
chan,4,7,119,274,61,12266,335.0,600
chan,4,8,125,268,53,12274,321.0,600
chan,4,9,124,269,52,12275,321.0,600
chan,4,10,127,266,49,12278,315.0,600
chan,4,11,127,266,51,12276,317.0,600
chan,4,12,129,264,44,12283,308.0,600
chan,4,13,134,259,33,12294,292.0,600
chan,4,14,132,261,35,12292,296.0,600
chan,4,15,129,264,40,12287,304.0,600
chan,4,16,130,263,38,12289,301.0,600
chan,4,17,132,261,34,12293,295.0,600
chan,4,18,132,261,32,12295,293.0,600
chan,4,19,133,260,28,12299,288.0,600
chan,4,20,134,259,29,12298,288.0,600
chan,4,21,133,260,27,12300,287.0,600
chan,4,22,139,254,22,12305,276.0,600
chan,4,23,143,250,19,12308,269.0,600
chan,4,24,141,252,22,12305,274.0,600
chan,4,25,145,248,18,12309,266.0,600
chan,4,26,146,247,14,12313,261.0,600
chan,4,27,147,246,13,12314,259.0,600
chan,4,28,142,251,18,12309,269.0,600
chan,4,29,144,249,16,12311,265.0,600
chan,4,30,146,247,14,12313,261.0,600
chan,4,31,146,247,16,12311,263.0,600
chan,4,32,146,247,16,12311,263.0,600
chan,4,33,150,243,10,12317,253.0,600
chan,4,34,151,242,9,12318,251.0,600
chan,4,35,152,241,7,12320,248.0,600
chan,4,36,153,240,6,12321,246.0,600
chan,4,37,154,239,5,12322,244.0,600
chan,4,38,154,239,5,12322,244.0,600
chan,4,39,154,239,5,12322,244.0,600
chan,4,40,152,241,7,12320,248.0,600
chan,4,41,151,242,8,12319,250.0,600
chan,4,42,152,241,7,12320,248.0,600
chan,4,43,153,240,6,12321,246.0,600
chan,4,44,153,240,6,12321,246.0,600
chan,4,45,153,240,6,12321,246.0,600
chan,4,46,154,239,5,12322,244.0,600
chan,4,47,154,239,5,12322,244.0,600
chan,4,48,154,239,5,12322,244.0,600
chan,4,49,154,239,5,12322,244.0,600
chan,4,50,154,239,5,12322,244.0,600
chan,5,1,62,331,25,12302,356.0,750
chan,5,2,103,290,47,12280,337.0,750
chan,5,3,117,276,55,12272,331.0,750
chan,5,4,131,262,58,12269,320.0,750
chan,5,5,142,251,67,12260,318.0,750
chan,5,6,137,256,59,12268,315.0,750
chan,5,7,132,261,54,12273,315.0,750
chan,5,8,134,259,47,12280,306.0,750
chan,5,9,129,264,48,12279,312.0,750
chan,5,10,133,260,38,12289,298.0,750
chan,5,11,132,261,35,12292,296.0,750
chan,5,12,132,261,37,12290,298.0,750
chan,5,13,136,257,30,12297,287.0,750
chan,5,14,137,256,30,12297,286.0,750
chan,5,15,139,254,24,12303,278.0,750
chan,5,16,140,253,24,12303,277.0,750
chan,5,17,142,251,20,12307,271.0,750
chan,5,18,141,252,20,12307,272.0,750
chan,5,19,142,251,21,12306,272.0,750
chan,5,20,143,250,20,12307,270.0,750
chan,5,21,143,250,21,12306,271.0,750
chan,5,22,142,251,21,12306,272.0,750
chan,5,23,140,253,22,12305,275.0,750
chan,5,24,140,253,22,12305,275.0,750
chan,5,25,144,249,16,12311,265.0,750
chan,5,26,145,248,15,12312,263.0,750
chan,5,27,146,247,13,12314,260.0,750
chan,5,28,147,246,12,12315,258.0,750
chan,5,29,148,245,12,12315,257.0,750
chan,5,30,146,247,14,12313,261.0,750
chan,5,31,147,246,13,12314,259.0,750
chan,5,32,147,246,12,12315,258.0,750
chan,5,33,146,247,13,12314,260.0,750
chan,5,34,147,246,12,12315,258.0,750
chan,5,35,148,245,12,12315,257.0,750
chan,5,36,149,244,11,12316,255.0,750
chan,5,37,150,243,10,12317,253.0,750
chan,5,38,151,242,9,12318,251.0,750
chan,5,39,150,243,10,12317,253.0,750
chan,5,40,151,242,9,12318,251.0,750
chan,5,41,150,243,9,12318,252.0,750
chan,5,42,150,243,9,12318,252.0,750
chan,5,43,150,243,9,12318,252.0,750
chan,5,44,150,243,9,12318,252.0,750
chan,5,45,150,243,9,12318,252.0,750
chan,5,46,150,243,9,12318,252.0,750
chan,5,47,151,242,8,12319,250.0,750
chan,5,48,151,242,8,12319,250.0,750
chan,5,49,151,242,8,12319,250.0,750
chan,5,50,152,241,7,12320,248.0,750
chan,6,1,62,331,30,12297,361.0,900
chan,6,2,94,299,53,12274,352.0,900
chan,6,3,107,286,72,12255,358.0,900
chan,6,4,113,280,76,12251,356.0,900
chan,6,5,117,276,72,12255,348.0,900
chan,6,6,124,269,76,12251,345.0,900
chan,6,7,127,266,73,12254,339.0,900
chan,6,8,125,268,64,12263,332.0,900
chan,6,9,129,264,45,12282,309.0,900
chan,6,10,129,264,44,12283,308.0,900
chan,6,11,131,262,38,12289,300.0,900
chan,6,12,129,264,40,12287,304.0,900
chan,6,13,129,264,40,12287,304.0,900
chan,6,14,125,268,42,12285,310.0,900
chan,6,15,129,264,36,12291,300.0,900
chan,6,16,132,261,31,12296,292.0,900
chan,6,17,132,261,31,12296,292.0,900
chan,6,18,136,257,27,12300,284.0,900
chan,6,19,134,259,29,12298,288.0,900
chan,6,20,134,259,29,12298,288.0,900
chan,6,21,134,259,29,12298,288.0,900
chan,6,22,138,255,25,12302,280.0,900
chan,6,23,139,254,24,12303,278.0,900
chan,6,24,140,253,24,12303,277.0,900
chan,6,25,141,252,22,12305,274.0,900
chan,6,26,140,253,23,12304,276.0,900
chan,6,27,142,251,21,12306,272.0,900
chan,6,28,145,248,17,12310,265.0,900
chan,6,29,145,248,17,12310,265.0,900
chan,6,30,145,248,15,12312,263.0,900
chan,6,31,145,248,15,12312,263.0,900
chan,6,32,145,248,16,12311,264.0,900
chan,6,33,147,246,14,12313,260.0,900
chan,6,34,147,246,14,12313,260.0,900
chan,6,35,148,245,13,12314,258.0,900
chan,6,36,147,246,14,12313,260.0,900
chan,6,37,149,244,12,12315,256.0,900
chan,6,38,150,243,11,12316,254.0,900
chan,6,39,151,242,10,12317,252.0,900
chan,6,40,152,241,8,12319,249.0,900
chan,6,41,152,241,8,12319,249.0,900
chan,6,42,152,241,8,12319,249.0,900
chan,6,43,151,242,8,12319,250.0,900
chan,6,44,152,241,8,12319,249.0,900
chan,6,45,151,242,8,12319,250.0,900
chan,6,46,151,242,8,12319,250.0,900
chan,6,47,149,244,10,12317,254.0,900
chan,6,48,150,243,9,12318,252.0,900
chan,6,49,150,243,9,12318,252.0,900
chan,6,50,151,242,8,12319,250.0,900
chan,7,1,53,340,31,12296,371.0,1050
chan,7,2,84,309,46,12281,355.0,1050
chan,7,3,111,282,67,12260,349.0,1050
chan,7,4,123,270,81,12246,351.0,1050
chan,7,5,122,271,78,12249,349.0,1050
chan,7,6,125,268,62,12265,330.0,1050
chan,7,7,125,268,61,12266,329.0,1050
chan,7,8,129,264,61,12266,325.0,1050
chan,7,9,126,267,59,12268,326.0,1050
chan,7,10,126,267,54,12273,321.0,1050
chan,7,11,129,264,43,12284,307.0,1050
chan,7,12,133,260,40,12287,300.0,1050
chan,7,13,134,259,36,12291,295.0,1050
chan,7,14,135,258,39,12288,297.0,1050
chan,7,15,134,259,39,12288,298.0,1050
chan,7,16,134,259,31,12296,290.0,1050
chan,7,17,132,261,33,12294,294.0,1050
chan,7,18,135,258,31,12296,289.0,1050
chan,7,19,138,255,27,12300,282.0,1050
chan,7,20,137,256,29,12298,285.0,1050
chan,7,21,141,252,25,12302,277.0,1050
chan,7,22,139,254,25,12302,279.0,1050
chan,7,23,139,254,26,12301,280.0,1050
chan,7,24,140,253,23,12304,276.0,1050
chan,7,25,143,250,20,12307,270.0,1050
chan,7,26,143,250,18,12309,268.0,1050
chan,7,27,143,250,19,12308,269.0,1050
chan,7,28,146,247,17,12310,264.0,1050
chan,7,29,147,246,15,12312,261.0,1050
chan,7,30,147,246,14,12313,260.0,1050
chan,7,31,149,244,12,12315,256.0,1050
chan,7,32,150,243,12,12315,255.0,1050
chan,7,33,148,245,13,12314,258.0,1050
chan,7,34,148,245,13,12314,258.0,1050
chan,7,35,147,246,14,12313,260.0,1050
chan,7,36,148,245,11,12316,256.0,1050
chan,7,37,149,244,11,12316,255.0,1050
chan,7,38,148,245,11,12316,256.0,1050
chan,7,39,149,244,10,12317,254.0,1050
chan,7,40,150,243,9,12318,252.0,1050
chan,7,41,151,242,8,12319,250.0,1050
chan,7,42,152,241,7,12320,248.0,1050
chan,7,43,152,241,7,12320,248.0,1050
chan,7,44,152,241,7,12320,248.0,1050
chan,7,45,153,240,6,12321,246.0,1050
chan,7,46,152,241,7,12320,248.0,1050
chan,7,47,154,239,5,12322,244.0,1050
chan,7,48,154,239,5,12322,244.0,1050
chan,7,49,155,238,4,12323,242.0,1050
chan,7,50,156,237,4,12323,241.0,1050
chan,8,1,60,333,34,12293,367.0,1200
chan,8,2,94,299,58,12269,357.0,1200
chan,8,3,116,277,75,12252,352.0,1200
chan,8,4,125,268,75,12252,343.0,1200
chan,8,5,132,261,69,12258,330.0,1200
chan,8,6,139,254,62,12265,316.0,1200
chan,8,7,133,260,62,12265,322.0,1200
chan,8,8,135,258,53,12274,311.0,1200
chan,8,9,139,254,48,12279,302.0,1200
chan,8,10,139,254,48,12279,302.0,1200
chan,8,11,145,248,32,12295,280.0,1200
chan,8,12,141,252,30,12297,282.0,1200
chan,8,13,143,250,28,12299,278.0,1200
chan,8,14,146,247,24,12303,271.0,1200
chan,8,15,144,249,19,12308,268.0,1200
chan,8,16,143,250,17,12310,267.0,1200
chan,8,17,143,250,17,12310,267.0,1200
chan,8,18,140,253,19,12308,272.0,1200
chan,8,19,138,255,22,12305,277.0,1200
chan,8,20,142,251,18,12309,269.0,1200
chan,8,21,143,250,18,12309,268.0,1200
chan,8,22,143,250,18,12309,268.0,1200
chan,8,23,144,249,16,12311,265.0,1200
chan,8,24,145,248,15,12312,263.0,1200
chan,8,25,144,249,15,12312,264.0,1200
chan,8,26,144,249,15,12312,264.0,1200
chan,8,27,147,246,13,12314,259.0,1200
chan,8,28,149,244,10,12317,254.0,1200
chan,8,29,149,244,10,12317,254.0,1200
chan,8,30,149,244,10,12317,254.0,1200
chan,8,31,149,244,10,12317,254.0,1200
chan,8,32,152,241,8,12319,249.0,1200
chan,8,33,151,242,8,12319,250.0,1200
chan,8,34,152,241,7,12320,248.0,1200
chan,8,35,150,243,9,12318,252.0,1200
chan,8,36,150,243,9,12318,252.0,1200
chan,8,37,150,243,9,12318,252.0,1200
chan,8,38,150,243,9,12318,252.0,1200
chan,8,39,150,243,9,12318,252.0,1200
chan,8,40,150,243,9,12318,252.0,1200
chan,8,41,150,243,9,12318,252.0,1200
chan,8,42,151,242,8,12319,250.0,1200
chan,8,43,151,242,8,12319,250.0,1200
chan,8,44,151,242,9,12318,251.0,1200
chan,8,45,149,244,10,12317,254.0,1200
chan,8,46,150,243,9,12318,252.0,1200
chan,8,47,152,241,8,12319,249.0,1200
chan,8,48,152,241,8,12319,249.0,1200
chan,8,49,152,241,8,12319,249.0,1200
chan,8,50,152,241,8,12319,249.0,1200
chan,9,1,54,339,30,12297,369.0,1350
chan,9,2,85,308,39,12288,347.0,1350
chan,9,3,109,284,50,12277,334.0,1350
chan,9,4,118,275,52,12275,327.0,1350
chan,9,5,124,269,51,12276,320.0,1350
chan,9,6,119,274,64,12263,338.0,1350
chan,9,7,120,273,54,12273,327.0,1350
chan,9,8,125,268,53,12274,321.0,1350
chan,9,9,119,274,57,12270,331.0,1350
chan,9,10,126,267,56,12271,323.0,1350
chan,9,11,128,265,45,12282,310.0,1350
chan,9,12,133,260,45,12282,305.0,1350
chan,9,13,132,261,41,12286,302.0,1350
chan,9,14,136,257,39,12288,296.0,1350
chan,9,15,141,252,34,12293,286.0,1350
chan,9,16,142,251,31,12296,282.0,1350
chan,9,17,148,245,14,12313,259.0,1350
chan,9,18,146,247,15,12312,262.0,1350
chan,9,19,143,250,18,12309,268.0,1350
chan,9,20,143,250,17,12310,267.0,1350
chan,9,21,143,250,16,12311,266.0,1350
chan,9,22,143,250,17,12310,267.0,1350
chan,9,23,144,249,15,12312,264.0,1350
chan,9,24,144,249,15,12312,264.0,1350
chan,9,25,144,249,15,12312,264.0,1350
chan,9,26,147,246,12,12315,258.0,1350
chan,9,27,147,246,12,12315,258.0,1350
chan,9,28,146,247,14,12313,261.0,1350
chan,9,29,148,245,11,12316,256.0,1350
chan,9,30,150,243,9,12318,252.0,1350
chan,9,31,149,244,10,12317,254.0,1350
chan,9,32,149,244,10,12317,254.0,1350
chan,9,33,149,244,10,12317,254.0,1350
chan,9,34,151,242,8,12319,250.0,1350
chan,9,35,154,239,5,12322,244.0,1350
chan,9,36,153,240,6,12321,246.0,1350
chan,9,37,153,240,6,12321,246.0,1350
chan,9,38,152,241,7,12320,248.0,1350
chan,9,39,152,241,7,12320,248.0,1350
chan,9,40,155,238,4,12323,242.0,1350
chan,9,41,155,238,4,12323,242.0,1350
chan,9,42,154,239,5,12322,244.0,1350
chan,9,43,153,240,6,12321,246.0,1350
chan,9,44,154,239,5,12322,244.0,1350
chan,9,45,154,239,5,12322,244.0,1350
chan,9,46,154,239,5,12322,244.0,1350
chan,9,47,155,238,4,12323,242.0,1350
chan,9,48,155,238,4,12323,242.0,1350
chan,9,49,155,238,4,12323,242.0,1350
chan,9,50,156,237,3,12324,240.0,1350
chan,10,1,58,335,30,12297,365.0,1500
chan,10,2,90,303,49,12278,352.0,1500
chan,10,3,121,272,54,12273,326.0,1500
chan,10,4,130,263,56,12271,319.0,1500
chan,10,5,132,261,51,12276,312.0,1500
chan,10,6,135,258,60,12267,318.0,1500
chan,10,7,144,249,50,12277,299.0,1500
chan,10,8,144,249,40,12287,289.0,1500
chan,10,9,143,250,35,12292,285.0,1500
chan,10,10,147,246,32,12295,278.0,1500
chan,10,11,145,248,35,12292,283.0,1500
chan,10,12,145,248,35,12292,283.0,1500
chan,10,13,147,246,32,12295,278.0,1500
chan,10,14,144,249,31,12296,280.0,1500
chan,10,15,154,239,20,12307,259.0,1500
chan,10,16,154,239,16,12311,255.0,1500
chan,10,17,145,248,18,12309,266.0,1500
chan,10,18,145,248,16,12311,264.0,1500
chan,10,19,143,250,19,12308,269.0,1500
chan,10,20,142,251,20,12307,271.0,1500
chan,10,21,140,253,21,12306,274.0,1500
chan,10,22,145,248,16,12311,264.0,1500
chan,10,23,149,244,12,12315,256.0,1500
chan,10,24,149,244,10,12317,254.0,1500
chan,10,25,147,246,12,12315,258.0,1500
chan,10,26,145,248,14,12313,262.0,1500
chan,10,27,146,247,13,12314,260.0,1500
chan,10,28,148,245,11,12316,256.0,1500
chan,10,29,149,244,10,12317,254.0,1500
chan,10,30,150,243,9,12318,252.0,1500
chan,10,31,148,245,11,12316,256.0,1500
chan,10,32,153,240,6,12321,246.0,1500
chan,10,33,152,241,7,12320,248.0,1500
chan,10,34,151,242,8,12319,250.0,1500
chan,10,35,151,242,8,12319,250.0,1500
chan,10,36,149,244,10,12317,254.0,1500
chan,10,37,151,242,9,12318,251.0,1500
chan,10,38,155,238,5,12322,243.0,1500
chan,10,39,153,240,7,12320,247.0,1500
chan,10,40,154,239,6,12321,245.0,1500
chan,10,41,154,239,6,12321,245.0,1500
chan,10,42,154,239,6,12321,245.0,1500
chan,10,43,154,239,6,12321,245.0,1500
chan,10,44,154,239,6,12321,245.0,1500
chan,10,45,153,240,6,12321,246.0,1500
chan,10,46,155,238,5,12322,243.0,1500
chan,10,47,155,238,4,12323,242.0,1500
chan,10,48,155,238,4,12323,242.0,1500
chan,10,49,154,239,5,12322,244.0,1500
chan,10,50,154,239,5,12322,244.0,1500
chan,11,1,59,334,31,12296,365.0,1650
chan,11,2,89,304,48,12279,352.0,1650
chan,11,3,109,284,66,12261,350.0,1650
chan,11,4,112,281,79,12248,360.0,1650
chan,11,5,119,274,86,12241,360.0,1650
chan,11,6,126,267,76,12251,343.0,1650
chan,11,7,128,265,73,12254,338.0,1650
chan,11,8,129,264,58,12269,322.0,1650
chan,11,9,121,272,52,12275,324.0,1650
chan,11,10,124,269,46,12281,315.0,1650
chan,11,11,123,270,47,12280,317.0,1650
chan,11,12,125,268,46,12281,314.0,1650
chan,11,13,137,256,35,12292,291.0,1650
chan,11,14,139,254,30,12297,284.0,1650
chan,11,15,138,255,28,12299,283.0,1650
chan,11,16,138,255,26,12301,281.0,1650
chan,11,17,140,253,26,12301,279.0,1650
chan,11,18,143,250,24,12303,274.0,1650
chan,11,19,142,251,21,12306,272.0,1650
chan,11,20,143,250,20,12307,270.0,1650
chan,11,21,144,249,17,12310,266.0,1650
chan,11,22,144,249,17,12310,266.0,1650
chan,11,23,146,247,16,12311,263.0,1650
chan,11,24,146,247,15,12312,262.0,1650
chan,11,25,146,247,15,12312,262.0,1650
chan,11,26,146,247,15,12312,262.0,1650
chan,11,27,146,247,14,12313,261.0,1650
chan,11,28,146,247,14,12313,261.0,1650
chan,11,29,147,246,13,12314,259.0,1650
chan,11,30,150,243,10,12317,253.0,1650
chan,11,31,150,243,9,12318,252.0,1650
chan,11,32,152,241,8,12319,249.0,1650
chan,11,33,152,241,7,12320,248.0,1650
chan,11,34,153,240,6,12321,246.0,1650
chan,11,35,152,241,7,12320,248.0,1650
chan,11,36,153,240,6,12321,246.0,1650
chan,11,37,154,239,5,12322,244.0,1650
chan,11,38,154,239,5,12322,244.0,1650
chan,11,39,153,240,6,12321,246.0,1650
chan,11,40,153,240,6,12321,246.0,1650
chan,11,41,153,240,6,12321,246.0,1650
chan,11,42,153,240,6,12321,246.0,1650
chan,11,43,154,239,5,12322,244.0,1650
chan,11,44,154,239,5,12322,244.0,1650
chan,11,45,154,239,5,12322,244.0,1650
chan,11,46,154,239,5,12322,244.0,1650
chan,11,47,154,239,5,12322,244.0,1650
chan,11,48,154,239,5,12322,244.0,1650
chan,11,49,154,239,6,12321,245.0,1650
chan,11,50,154,239,6,12321,245.0,1650
chan,12,1,50,343,30,12297,373.0,1800
chan,12,2,82,311,47,12280,358.0,1800
chan,12,3,91,302,67,12260,369.0,1800
chan,12,4,111,282,75,12252,357.0,1800
chan,12,5,119,274,62,12265,336.0,1800
chan,12,6,124,269,64,12263,333.0,1800
chan,12,7,127,266,68,12259,334.0,1800
chan,12,8,130,263,59,12268,322.0,1800
chan,12,9,125,268,60,12267,328.0,1800
chan,12,10,125,268,55,12272,323.0,1800
chan,12,11,131,262,47,12280,309.0,1800
chan,12,12,131,262,40,12287,302.0,1800
chan,12,13,132,261,40,12287,301.0,1800
chan,12,14,131,262,38,12289,300.0,1800
chan,12,15,131,262,37,12290,299.0,1800
chan,12,16,136,257,30,12297,287.0,1800
chan,12,17,138,255,28,12299,283.0,1800
chan,12,18,140,253,30,12297,283.0,1800
chan,12,19,141,252,29,12298,281.0,1800
chan,12,20,143,250,24,12303,274.0,1800
chan,12,21,142,251,24,12303,275.0,1800
chan,12,22,143,250,22,12305,272.0,1800
chan,12,23,142,251,22,12305,273.0,1800
chan,12,24,143,250,21,12306,271.0,1800
chan,12,25,143,250,21,12306,271.0,1800
chan,12,26,144,249,23,12304,272.0,1800
chan,12,27,147,246,19,12308,265.0,1800
chan,12,28,144,249,18,12309,267.0,1800
chan,12,29,146,247,18,12309,265.0,1800
chan,12,30,145,248,17,12310,265.0,1800
chan,12,31,146,247,18,12309,265.0,1800
chan,12,32,149,244,16,12311,260.0,1800
chan,12,33,148,245,16,12311,261.0,1800
chan,12,34,148,245,16,12311,261.0,1800
chan,12,35,146,247,18,12309,265.0,1800
chan,12,36,146,247,16,12311,263.0,1800
chan,12,37,146,247,16,12311,263.0,1800
chan,12,38,146,247,17,12310,264.0,1800
chan,12,39,147,246,16,12311,262.0,1800
chan,12,40,147,246,15,12312,261.0,1800
chan,12,41,147,246,15,12312,261.0,1800
chan,12,42,147,246,16,12311,262.0,1800
chan,12,43,146,247,17,12310,264.0,1800
chan,12,44,146,247,17,12310,264.0,1800
chan,12,45,147,246,15,12312,261.0,1800
chan,12,46,147,246,15,12312,261.0,1800
chan,12,47,148,245,15,12312,260.0,1800
chan,12,48,148,245,15,12312,260.0,1800
chan,12,49,147,246,16,12311,262.0,1800
chan,12,50,148,245,14,12313,259.0,1800
chan,13,1,62,331,28,12299,359.0,1950
chan,13,2,77,316,43,12284,359.0,1950
chan,13,3,100,293,59,12268,352.0,1950
chan,13,4,122,271,63,12264,334.0,1950
chan,13,5,107,286,67,12260,353.0,1950
chan,13,6,114,279,63,12264,342.0,1950
chan,13,7,125,268,62,12265,330.0,1950
chan,13,8,120,273,57,12270,330.0,1950
chan,13,9,124,269,49,12278,318.0,1950
chan,13,10,125,268,47,12280,315.0,1950
chan,13,11,128,265,40,12287,305.0,1950
chan,13,12,129,264,37,12290,301.0,1950
chan,13,13,134,259,31,12296,290.0,1950
chan,13,14,137,256,28,12299,284.0,1950
chan,13,15,140,253,24,12303,277.0,1950
chan,13,16,141,252,24,12303,276.0,1950
chan,13,17,139,254,25,12302,279.0,1950
chan,13,18,137,256,26,12301,282.0,1950
chan,13,19,135,258,28,12299,286.0,1950
chan,13,20,139,254,24,12303,278.0,1950
chan,13,21,137,256,26,12301,282.0,1950
chan,13,22,140,253,21,12306,274.0,1950
chan,13,23,140,253,22,12305,275.0,1950
chan,13,24,144,249,19,12308,268.0,1950
chan,13,25,144,249,19,12308,268.0,1950
chan,13,26,147,246,15,12312,261.0,1950
chan,13,27,146,247,16,12311,263.0,1950
