method,simnum,subjects,hit,miss,fa,cr,cost,startseed
chan,24,40,153,240,7,12320,247,3600
chan,24,41,155,238,5,12322,243,3600
chan,24,42,154,239,6,12321,245,3600
chan,24,43,154,239,6,12321,245,3600
chan,24,44,153,240,7,12320,247,3600
chan,24,45,153,240,7,12320,247,3600
chan,24,46,153,240,7,12320,247,3600
chan,24,47,153,240,7,12320,247,3600
chan,24,48,153,240,7,12320,247,3600
chan,24,49,153,240,7,12320,247,3600
chan,24,50,153,240,6,12321,246,3600
chan,25,1,69,324,24,12303,348,3750
chan,25,2,107,286,30,12297,316,3750
chan,25,3,117,276,41,12286,317,3750
chan,25,4,125,268,56,12271,324,3750
chan,25,5,124,269,56,12271,325,3750
chan,25,6,128,265,57,12270,322,3750
chan,25,7,128,265,53,12274,318,3750
chan,25,8,130,263,51,12276,314,3750
chan,25,9,133,260,53,12274,313,3750
chan,25,10,127,266,53,12274,319,3750
chan,25,11,130,263,47,12280,310,3750
chan,25,12,132,261,43,12284,304,3750
chan,25,13,131,262,44,12283,306,3750
chan,25,14,132,261,48,12279,309,3750
chan,25,15,134,259,46,12281,305,3750
chan,25,16,131,262,44,12283,306,3750
chan,25,17,134,259,42,12285,301,3750
chan,25,18,138,255,35,12292,290,3750
chan,25,19,141,252,32,12295,284,3750
chan,25,20,141,252,28,12299,280,3750
chan,25,21,140,253,28,12299,281,3750
chan,25,22,141,252,24,12303,276,3750
chan,25,23,143,250,23,12304,273,3750
chan,25,24,143,250,24,12303,274,3750
chan,25,25,141,252,22,12305,274,3750
chan,25,26,143,250,21,12306,271,3750
chan,25,27,142,251,21,12306,272,3750
chan,25,28,143,250,21,12306,271,3750
chan,25,29,143,250,17,12310,267,3750
chan,25,30,141,252,19,12308,271,3750
chan,25,31,140,253,19,12308,272,3750
chan,25,32,140,253,20,12307,273,3750
chan,25,33,140,253,19,12308,272,3750
chan,25,34,140,253,19,12308,272,3750
chan,25,35,143,250,17,12310,267,3750
chan,25,36,144,249,15,12312,264,3750
chan,25,37,145,248,14,12313,262,3750
chan,25,38,147,246,12,12315,258,3750
chan,25,39,148,245,11,12316,256,3750
chan,25,40,149,244,11,12316,255,3750
chan,25,41,151,242,9,12318,251,3750
chan,25,42,153,240,7,12320,247,3750
chan,25,43,152,241,7,12320,248,3750
chan,25,44,152,241,7,12320,248,3750
chan,25,45,152,241,7,12320,248,3750
chan,25,46,152,241,7,12320,248,3750
chan,25,47,152,241,7,12320,248,3750
chan,25,48,152,241,7,12320,248,3750
chan,25,49,152,241,7,12320,248,3750
chan,25,50,153,240,6,12321,246,3750
chan,26,1,55,338,34,12293,372,3900
chan,26,2,84,309,45,12282,354,3900
chan,26,3,102,291,57,12270,348,3900
chan,26,4,107,286,66,12261,352,3900
chan,26,5,117,276,74,12253,350,3900
chan,26,6,123,270,79,12248,349,3900
chan,26,7,122,271,78,12249,349,3900
chan,26,8,122,271,63,12264,334,3900
chan,26,9,124,269,59,12268,328,3900
chan,26,10,131,262,51,12276,313,3900
chan,26,11,131,262,51,12276,313,3900
chan,26,12,131,262,50,12277,312,3900
chan,26,13,131,262,46,12281,308,3900
chan,26,14,132,261,36,12291,297,3900
chan,26,15,133,260,39,12288,299,3900
chan,26,16,141,252,34,12293,286,3900
chan,26,17,137,256,33,12294,289,3900
chan,26,18,137,256,33,12294,289,3900
chan,26,19,141,252,31,12296,283,3900
chan,26,20,144,249,26,12301,275,3900
chan,26,21,142,251,26,12301,277,3900
chan,26,22,141,252,25,12302,277,3900
chan,26,23,143,250,24,12303,274,3900
chan,26,24,144,249,23,12304,272,3900
chan,26,25,147,246,20,12307,266,3900
chan,26,26,148,245,12,12315,257,3900
chan,26,27,149,244,16,12311,260,3900
chan,26,28,146,247,13,12314,260,3900
chan,26,29,148,245,11,12316,256,3900
chan,26,30,150,243,9,12318,252,3900
chan,26,31,150,243,9,12318,252,3900
chan,26,32,150,243,9,12318,252,3900
chan,26,33,151,242,8,12319,250,3900
chan,26,34,150,243,9,12318,252,3900
chan,26,35,152,241,7,12320,248,3900
chan,26,36,152,241,7,12320,248,3900
chan,26,37,152,241,8,12319,249,3900
chan,26,38,151,242,8,12319,250,3900
chan,26,39,151,242,8,12319,250,3900
chan,26,40,151,242,8,12319,250,3900
chan,26,41,151,242,8,12319,250,3900
chan,26,42,151,242,8,12319,250,3900
chan,26,43,152,241,7,12320,248,3900
chan,26,44,152,241,7,12320,248,3900
chan,26,45,153,240,6,12321,246,3900
chan,26,46,152,241,7,12320,248,3900
chan,26,47,152,241,7,12320,248,3900
chan,26,48,152,241,7,12320,248,3900
chan,26,49,153,240,6,12321,246,3900
chan,26,50,153,240,6,12321,246,3900
chan,27,1,53,340,27,12300,367,4050
chan,27,2,73,320,55,12272,375,4050
chan,27,3,100,293,66,12261,359,4050
chan,27,4,113,280,76,12251,356,4050
chan,27,5,116,277,85,12242,362,4050
chan,27,6,119,274,79,12248,353,4050
chan,27,7,123,270,76,12251,346,4050
chan,27,8,124,269,65,12262,334,4050
chan,27,9,130,263,57,12270,320,4050
chan,27,10,128,265,48,12279,313,4050
chan,27,11,124,269,45,12282,314,4050
chan,27,12,125,268,43,12284,311,4050
chan,27,13,129,264,35,12292,299,4050
chan,27,14,126,267,38,12289,305,4050
chan,27,15,126,267,38,12289,305,4050
chan,27,16,127,266,36,12291,302,4050
chan,27,17,133,260,33,12294,293,4050
chan,27,18,139,254,27,12300,281,4050
chan,27,19,140,253,27,12300,280,4050
chan,27,20,139,254,27,12300,281,4050
chan,27,21,140,253,25,12302,278,4050
chan,27,22,141,252,24,12303,276,4050
chan,27,23,143,250,20,12307,270,4050
chan,27,24,142,251,20,12307,271,4050
chan,27,25,141,252,21,12306,273,4050
chan,27,26,142,251,18,12309,269,4050
chan,27,27,144,249,16,12311,265,4050
chan,27,28,144,249,16,12311,265,4050
chan,27,29,146,247,14,12313,261,4050
chan,27,30,143,250,17,12310,267,4050
chan,27,31,141,252,18,12309,270,4050
chan,27,32,141,252,18,12309,270,4050
chan,27,33,142,251,17,12310,268,4050
chan,27,34,145,248,14,12313,262,4050
chan,27,35,146,247,13,12314,260,4050
chan,27,36,147,246,12,12315,258,4050
chan,27,37,146,247,13,12314,260,4050
chan,27,38,147,246,12,12315,258,4050
chan,27,39,146,247,13,12314,260,4050
chan,27,40,146,247,13,12314,260,4050
chan,27,41,148,245,11,12316,256,4050
chan,27,42,148,245,11,12316,256,4050
chan,27,43,148,245,11,12316,256,4050
chan,27,44,147,246,12,12315,258,4050
chan,27,45,146,247,13,12314,260,4050
chan,27,46,148,245,11,12316,256,4050
chan,27,47,149,244,10,12317,254,4050
chan,27,48,149,244,10,12317,254,4050
chan,27,49,150,243,9,12318,252,4050
chan,27,50,147,246,12,12315,258,4050
chan,28,1,66,327,27,12300,354,4200
chan,28,2,91,302,30,12297,332,4200
chan,28,3,102,291,48,12279,339,4200
chan,28,4,115,278,44,12283,322,4200
chan,28,5,123,270,54,12273,324,4200
chan,28,6,129,264,58,12269,322,4200
chan,28,7,131,262,49,12278,311,4200
chan,28,8,137,256,52,12275,308,4200
chan,28,9,131,262,54,12273,316,4200
chan,28,10,138,255,51,12276,306,4200
chan,28,11,135,258,50,12277,308,4200
chan,28,12,138,255,50,12277,305,4200
chan,28,13,134,259,46,12281,305,4200
chan,28,14,129,264,43,12284,307,4200
chan,28,15,128,265,41,12286,306,4200
chan,28,16,130,263,35,12292,298,4200
chan,28,17,134,259,33,12294,292,4200
chan,28,18,138,255,29,12298,284,4200
chan,28,19,139,254,26,12301,280,4200
chan,28,20,140,253,24,12303,277,4200
chan,28,21,140,253,22,12305,275,4200
chan,28,22,141,252,22,12305,274,4200
chan,28,23,142,251,21,12306,272,4200
chan,28,24,141,252,21,12306,273,4200
chan,28,25,142,251,18,12309,269,4200
chan,28,26,144,249,16,12311,265,4200
chan,28,27,145,248,15,12312,263,4200
chan,28,28,148,245,12,12315,257,4200
chan,28,29,148,245,12,12315,257,4200
chan,28,30,150,243,11,12316,254,4200
chan,28,31,150,243,11,12316,254,4200
chan,28,32,153,240,9,12318,249,4200
chan,28,33,151,242,10,12317,252,4200
chan,28,34,151,242,10,12317,252,4200
chan,28,35,152,241,9,12318,250,4200
chan,28,36,152,241,9,12318,250,4200
chan,28,37,153,240,7,12320,247,4200
chan,28,38,154,239,6,12321,245,4200
chan,28,39,154,239,6,12321,245,4200
chan,28,40,153,240,7,12320,247,4200
chan,28,41,153,240,7,12320,247,4200
chan,28,42,152,241,8,12319,249,4200
chan,28,43,150,243,10,12317,253,4200
chan,28,44,151,242,9,12318,251,4200
chan,28,45,151,242,9,12318,251,4200
chan,28,46,151,242,9,12318,251,4200
chan,28,47,152,241,9,12318,250,4200
chan,28,48,151,242,9,12318,251,4200
chan,28,49,151,242,9,12318,251,4200
chan,28,50,151,242,9,12318,251,4200
chan,29,1,78,315,16,12311,331,4350
chan,29,2,92,301,41,12286,342,4350
chan,29,3,111,282,55,12272,337,4350
chan,29,4,111,282,53,12274,335,4350
chan,29,5,112,281,57,12270,338,4350
chan,29,6,123,270,61,12266,331,4350
chan,29,7,127,266,49,12278,315,4350
chan,29,8,134,259,45,12282,304,4350
chan,29,9,134,259,44,12283,303,4350
chan,29,10,136,257,43,12284,300,4350
chan,29,11,139,254,37,12290,291,4350
chan,29,12,143,250,26,12301,276,4350
chan,29,13,137,256,30,12297,286,4350
chan,29,14,140,253,27,12300,280,4350
chan,29,15,141,252,26,12301,278,4350
chan,29,16,141,252,27,12300,279,4350
chan,29,17,142,251,24,12303,275,4350
chan,29,18,138,255,25,12302,280,4350
chan,29,19,139,254,21,12306,275,4350
chan,29,20,140,253,20,12307,273,4350
chan,29,21,143,250,19,12308,269,4350
chan,29,22,145,248,14,12313,262,4350
chan,29,23,146,247,13,12314,260,4350
chan,29,24,146,247,14,12313,261,4350
chan,29,25,148,245,12,12315,257,4350
chan,29,26,148,245,12,12315,257,4350
chan,29,27,149,244,12,12315,256,4350
chan,29,28,149,244,12,12315,256,4350
chan,29,29,150,243,10,12317,253,4350
chan,29,30,151,242,9,12318,251,4350
chan,29,31,152,241,9,12318,250,4350
chan,29,32,150,243,9,12318,252,4350
chan,29,33,150,243,9,12318,252,4350
chan,29,34,151,242,8,12319,250,4350
chan,29,35,151,242,8,12319,250,4350
chan,29,36,151,242,8,12319,250,4350
chan,29,37,151,242,8,12319,250,4350
chan,29,38,151,242,8,12319,250,4350
chan,29,39,151,242,8,12319,250,4350
chan,29,40,149,244,10,12317,254,4350
chan,29,41,151,242,8,12319,250,4350
chan,29,42,152,241,7,12320,248,4350
chan,29,43,152,241,7,12320,248,4350
chan,29,44,153,240,6,12321,246,4350
chan,29,45,153,240,6,12321,246,4350
chan,29,46,153,240,6,12321,246,4350
chan,29,47,154,239,5,12322,244,4350
chan,29,48,153,240,6,12321,246,4350
chan,29,49,153,240,6,12321,246,4350
chan,29,50,152,241,7,12320,248,4350
chan,30,1,64,329,27,12300,356,4500
chan,30,2,80,313,56,12271,369,4500
chan,30,3,95,298,62,12265,360,4500
chan,30,4,106,287,70,12257,357,4500
chan,30,5,114,279,69,12258,348,4500
chan,30,6,122,271,69,12258,340,4500
chan,30,7,120,273,75,12252,348,4500
chan,30,8,119,274,62,12265,336,4500
chan,30,9,125,268,55,12272,323,4500
chan,30,10,129,264,47,12280,311,4500
chan,30,11,131,262,45,12282,307,4500
chan,30,12,132,261,43,12284,304,4500
chan,30,13,133,260,40,12287,300,4500
chan,30,14,134,259,35,12292,294,4500
chan,30,15,134,259,33,12294,292,4500
chan,30,16,137,256,29,12298,285,4500
chan,30,17,140,253,27,12300,280,4500
chan,30,18,144,249,24,12303,273,4500
chan,30,19,143,250,23,12304,273,4500
chan,30,20,142,251,20,12307,271,4500
chan,30,21,140,253,19,12308,272,4500
chan,30,22,139,254,20,12307,274,4500
chan,30,23,146,247,13,12314,260,4500
chan,30,24,144,249,15,12312,264,4500
chan,30,25,146,247,13,12314,260,4500
chan,30,26,146,247,14,12313,261,4500
chan,30,27,147,246,12,12315,258,4500
chan,30,28,146,247,13,12314,260,4500
chan,30,29,148,245,11,12316,256,4500
chan,30,30,147,246,12,12315,258,4500
chan,30,31,146,247,13,12314,260,4500
chan,30,32,146,247,13,12314,260,4500
chan,30,33,148,245,11,12316,256,4500
chan,30,34,149,244,13,12314,257,4500
chan,30,35,148,245,14,12313,259,4500
chan,30,36,147,246,15,12312,261,4500
chan,30,37,146,247,13,12314,260,4500
chan,30,38,146,247,13,12314,260,4500
chan,30,39,146,247,13,12314,260,4500
chan,30,40,149,244,10,12317,254,4500
chan,30,41,149,244,10,12317,254,4500
chan,30,42,148,245,11,12316,256,4500
chan,30,43,148,245,11,12316,256,4500
chan,30,44,148,245,11,12316,256,4500
chan,30,45,150,243,9,12318,252,4500
chan,30,46,151,242,8,12319,250,4500
chan,30,47,151,242,8,12319,250,4500
chan,30,48,151,242,8,12319,250,4500
chan,30,49,150,243,9,12318,252,4500
chan,30,50,150,243,9,12318,252,4500
chan,31,1,57,336,40,12287,376,4650
chan,31,2,90,303,51,12276,354,4650
chan,31,3,100,293,62,12265,355,4650
chan,31,4,101,292,72,12255,364,4650
chan,31,5,111,282,69,12258,351,4650
chan,31,6,120,273,69,12258,342,4650
chan,31,7,124,269,59,12268,328,4650
chan,31,8,121,272,55,12272,327,4650
chan,31,9,125,268,56,12271,324,4650
chan,31,10,126,267,52,12275,319,4650
chan,31,11,128,265,45,12282,310,4650
chan,31,12,127,266,43,12284,309,4650
chan,31,13,129,264,44,12283,308,4650
chan,31,14,130,263,40,12287,303,4650
chan,31,15,133,260,36,12291,296,4650
chan,31,16,134,259,33,12294,292,4650
chan,31,17,131,262,37,12290,299,4650
chan,31,18,134,259,34,12293,293,4650
chan,31,19,134,259,32,12295,291,4650
chan,31,20,136,257,30,12297,287,4650
chan,31,21,135,258,28,12299,286,4650
chan,31,22,133,260,27,12300,287,4650
chan,31,23,136,257,28,12299,285,4650
chan,31,24,141,252,19,12308,271,4650
chan,31,25,143,250,17,12310,267,4650
chan,31,26,143,250,17,12310,267,4650
chan,31,27,146,247,16,12311,263,4650
chan,31,28,144,249,16,12311,265,4650
chan,31,29,146,247,16,12311,263,4650
chan,31,30,146,247,14,12313,261,4650
chan,31,31,147,246,13,12314,259,4650
chan,31,32,149,244,12,12315,256,4650
chan,31,33,148,245,12,12315,257,4650
chan,31,34,148,245,12,12315,257,4650
chan,31,35,149,244,11,12316,255,4650
chan,31,36,151,242,10,12317,252,4650
chan,31,37,151,242,10,12317,252,4650
chan,31,38,152,241,9,12318,250,4650
chan,31,39,153,240,9,12318,249,4650
chan,31,40,152,241,9,12318,250,4650
chan,31,41,151,242,8,12319,250,4650
chan,31,42,151,242,9,12318,251,4650
chan,31,43,151,242,8,12319,250,4650
chan,31,44,148,245,11,12316,256,4650
chan,31,45,150,243,9,12318,252,4650
chan,31,46,148,245,11,12316,256,4650
chan,31,47,149,244,11,12316,255,4650
chan,31,48,146,247,13,12314,260,4650
chan,31,49,145,248,14,12313,262,4650
chan,31,50,145,248,14,12313,262,4650
chan,32,1,63,330,31,12296,361,4800
chan,32,2,99,294,33,12294,327,4800
chan,32,3,119,274,51,12276,325,4800
chan,32,4,118,275,60,12267,335,4800
chan,32,5,129,264,67,12260,331,4800
chan,32,6,127,266,61,12266,327,4800
chan,32,7,127,266,58,12269,324,4800
chan,32,8,127,266,58,12269,324,4800
chan,32,9,133,260,53,12274,313,4800
chan,32,10,130,263,51,12276,314,4800
chan,32,11,131,262,39,12288,301,4800
chan,32,12,139,254,34,12293,288,4800
chan,32,13,140,253,33,12294,286,4800
chan,32,14,140,253,35,12292,288,4800
chan,32,15,141,252,31,12296,283,4800
chan,32,16,142,251,31,12296,282,4800
chan,32,17,140,253,29,12298,282,4800
chan,32,18,140,253,28,12299,281,4800
chan,32,19,140,253,26,12301,279,4800
chan,32,20,140,253,27,12300,280,4800
chan,32,21,144,249,20,12307,269,4800
chan,32,22,144,249,20,12307,269,4800
chan,32,23,145,248,20,12307,268,4800
chan,32,24,149,244,17,12310,261,4800
chan,32,25,146,247,18,12309,265,4800
chan,32,26,148,245,17,12310,262,4800
chan,32,27,148,245,15,12312,260,4800
chan,32,28,151,242,12,12315,254,4800
chan,32,29,152,241,8,12319,249,4800
chan,32,30,152,241,13,12314,254,4800
chan,32,31,153,240,12,12315,252,4800
chan,32,32,155,238,4,12323,242,4800
chan,32,33,154,239,5,12322,244,4800
chan,32,34,154,239,5,12322,244,4800
chan,32,35,154,239,5,12322,244,4800
chan,32,36,153,240,6,12321,246,4800
chan,32,37,152,241,7,12320,248,4800
chan,32,38,152,241,7,12320,248,4800
chan,32,39,153,240,6,12321,246,4800
chan,32,40,153,240,7,12320,247,4800
chan,32,41,153,240,7,12320,247,4800
chan,32,42,153,240,7,12320,247,4800
chan,32,43,153,240,7,12320,247,4800
chan,32,44,152,241,8,12319,249,4800
chan,32,45,152,241,8,12319,249,4800
chan,32,46,152,241,8,12319,249,4800
chan,32,47,154,239,6,12321,245,4800
chan,32,48,155,238,5,12322,243,4800
chan,32,49,155,238,5,12322,243,4800
chan,32,50,156,237,5,12322,242,4800
chan,33,1,68,325,20,12307,345,4950
chan,33,2,98,295,36,12291,331,4950
chan,33,3,111,282,47,12280,329,4950
chan,33,4,114,279,58,12269,337,4950
chan,33,5,115,278,61,12266,339,4950
chan,33,6,125,268,58,12269,326,4950
chan,33,7,130,263,55,12272,318,4950
chan,33,8,128,265,52,12275,317,4950
chan,33,9,129,264,50,12277,314,4950
chan,33,10,130,263,47,12280,310,4950
chan,33,11,128,265,47,12280,312,4950
chan,33,12,133,260,45,12282,305,4950
chan,33,13,134,259,38,12289,297,4950
chan,33,14,138,255,34,12293,289,4950
chan,33,15,139,254,31,12296,285,4950
chan,33,16,138,255,35,12292,290,4950
chan,33,17,139,254,30,12297,284,4950
chan,33,18,139,254,31,12296,285,4950
chan,33,19,137,256,32,12295,288,4950
chan,33,20,138,255,32,12295,287,4950
chan,33,21,143,250,23,12304,273,4950
chan,33,22,143,250,17,12310,267,4950
chan,33,23,145,248,19,12308,267,4950
chan,33,24,143,250,20,12307,270,4950
chan,33,25,146,247,13,12314,260,4950
chan,33,26,146,247,13,12314,260,4950
chan,33,27,147,246,12,12315,258,4950
chan,33,28,147,246,12,12315,258,4950
chan,33,29,147,246,12,12315,258,4950
chan,33,30,147,246,12,12315,258,4950
chan,33,31,148,245,11,12316,256,4950
chan,33,32,148,245,11,12316,256,4950
chan,33,33,147,246,12,12315,258,4950
chan,33,34,149,244,10,12317,254,4950
chan,33,35,149,244,10,12317,254,4950
chan,33,36,149,244,10,12317,254,4950
chan,33,37,149,244,10,12317,254,4950
chan,33,38,149,244,10,12317,254,4950
chan,33,39,149,244,10,12317,254,4950
chan,33,40,149,244,10,12317,254,4950
chan,33,41,151,242,8,12319,250,4950
chan,33,42,151,242,9,12318,251,4950
chan,33,43,149,244,10,12317,254,4950
chan,33,44,151,242,8,12319,250,4950
chan,33,45,151,242,8,12319,250,4950
chan,33,46,152,241,8,12319,249,4950
chan,33,47,150,243,9,12318,252,4950
chan,33,48,152,241,7,12320,248,4950
chan,33,49,153,240,6,12321,246,4950
chan,33,50,153,240,6,12321,246,4950
chan,34,1,53,340,35,12292,375,5100
chan,34,2,82,311,55,12272,366,5100
chan,34,3,100,293,73,12254,366,5100
chan,34,4,105,288,70,12257,358,5100
chan,34,5,110,283,66,12261,349,5100
chan,34,6,115,278,75,12252,353,5100
chan,34,7,119,274,70,12257,344,5100
chan,34,8,124,269,56,12271,325,5100
chan,34,9,128,265,54,12273,319,5100
chan,34,10,125,268,49,12278,317,5100
chan,34,11,130,263,43,12284,306,5100
chan,34,12,129,264,39,12288,303,5100
chan,34,13,131,262,32,12295,294,5100
chan,34,14,134,259,29,12298,288,5100
chan,34,15,137,256,27,12300,283,5100
chan,34,16,134,259,29,12298,288,5100
chan,34,17,139,254,25,12302,279,5100
chan,34,18,139,254,23,12304,277,5100
chan,34,19,141,252,21,12306,273,5100
chan,34,20,142,251,20,12307,271,5100
chan,34,21,143,250,19,12308,269,5100
chan,34,22,146,247,16,12311,263,5100
chan,34,23,147,246,16,12311,262,5100
chan,34,24,145,248,16,12311,264,5100
chan,34,25,147,246,15,12312,261,5100
chan,34,26,148,245,13,12314,258,5100
chan,34,27,151,242,10,12317,252,5100
chan,34,28,151,242,10,12317,252,5100
chan,34,29,151,242,12,12315,254,5100
chan,34,30,153,240,9,12318,249,5100
chan,34,31,153,240,10,12317,250,5100
chan,34,32,154,239,8,12319,247,5100
chan,34,33,154,239,8,12319,247,5100
chan,34,34,152,241,9,12318,250,5100
chan,34,35,152,241,8,12319,249,5100
chan,34,36,152,241,8,12319,249,5100
chan,34,37,151,242,9,12318,251,5100
chan,34,38,152,241,8,12319,249,5100
chan,34,39,153,240,7,12320,247,5100
chan,34,40,154,239,6,12321,245,5100
chan,34,41,154,239,6,12321,245,5100
chan,34,42,154,239,6,12321,245,5100
chan,34,43,154,239,6,12321,245,5100
chan,34,44,156,237,3,12324,240,5100
chan,34,45,157,236,2,12325,238,5100
chan,34,46,157,236,2,12325,238,5100
chan,34,47,157,236,2,12325,238,5100
chan,34,48,158,235,1,12326,236,5100
chan,34,49,157,236,2,12325,238,5100
chan,34,50,157,236,2,12325,238,5100
chan,35,1,64,329,33,12294,362,5250
chan,35,2,100,293,57,12270,350,5250
chan,35,3,112,281,63,12264,344,5250
chan,35,4,127,266,62,12265,328,5250
chan,35,5,140,253,58,12269,311,5250
chan,35,6,135,258,55,12272,313,5250
chan,35,7,132,261,49,12278,310,5250
chan,35,8,130,263,45,12282,308,5250
chan,35,9,124,269,46,12281,315,5250
chan,35,10,133,260,45,12282,305,5250
chan,35,11,128,265,37,12290,302,5250
chan,35,12,131,262,37,12290,299,5250
chan,35,13,134,259,33,12294,292,5250
chan,35,14,135,258,33,12294,291,5250
chan,35,15,138,255,29,12298,284,5250
chan,35,16,138,255,24,12303,279,5250
chan,35,17,144,249,22,12305,271,5250
chan,35,18,143,250,23,12304,273,5250
chan,35,19,144,249,19,12308,268,5250
chan,35,20,144,249,21,12306,270,5250
chan,35,21,149,244,14,12313,258,5250
chan,35,22,149,244,15,12312,259,5250
chan,35,23,149,244,15,12312,259,5250
